id,title,publication_link,date,RCIH_authors,authors,all_authors
323,Changes in physical activity and sedentary behaviour due to enforced covid-19-related lockdown and movement restrictions: A protocol for a systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/changes-in-physical-activity-and-sedentary-behaviour-due-to-enfor,14 May 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Denton, F.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/francesca-denton'}, {'name': 'McGregor, G.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor'}, {'name': 'Harwood, A. E.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/amy-read'}, {'name': 'Broom, D. R.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/david-broom'}, {'name': 'Kyrou, I.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou'}]","[{'name': 'Kite, C.', 'link': None}, {'name': 'Lagojda, L.', 'link': None}, {'name': 'Uthman, O.', 'link': None}, {'name': 'Atkinson, L.', 'link': None}, {'name': 'Randeva, H. S.', 'link': None}]","Clark, C. C. T., Denton, F., McGregor, G., Harwood, A. E., Broom, D. R., Kyrou, I., Kite, C., Lagojda, L., Uthman, O., Atkinson, L., Randeva, H. S."
324,"Children’s perspectives and experiences of health, diet, physical activity and weight in an urban, multi-ethnic UK population: a qualitative study",https://pureportal.coventry.ac.uk/en/publications/childrens-perspectives-and-experiences-of-health-diet-physical-ac,Sept 2021,[],"[{'name': 'Murphy, M.', 'link': None}, {'name': 'Boardman, F.', 'link': None}, {'name': 'Robertson, W.', 'link': None}, {'name': 'Johnson, R.', 'link': None}]","Murphy, M., Boardman, F., Robertson, W., Johnson, R."
325,Clinical Evaluation of Respiratory Rate Measurements on COPD (Male) Patients Using Wearable Inkjet-Printed Sensor,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-respiratory-rate-measurements-on-copd-male,11 Jan 2021,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Al-Halhouli, A.', 'link': None}, {'name': 'Al-Ghussain, L.', 'link': None}, {'name': 'Khallouf, O.', 'link': None}, {'name': 'Rabadi, A.', 'link': None}, {'name': 'Alawadi, J.', 'link': None}, {'name': 'Oweidat, K. A.', 'link': None}, {'name': 'Chen, F.', 'link': None}]","Liu, H., Zheng, D., Al-Halhouli, A., Al-Ghussain, L., Khallouf, O., Rabadi, A., Alawadi, J., Oweidat, K. A., Chen, F."
326,Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different measurements locations,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st,May 2021,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Al-Halhouli, A.', 'link': None}, {'name': 'Al-Ghussain, L.', 'link': None}, {'name': 'El Bouri, S.', 'link': None}]","Liu, H., Zheng, D., Al-Halhouli, A., Al-Ghussain, L., El Bouri, S."
327,Clone detection in 5G-enabled social IoT system using graph semantics and deep learning model,https://pureportal.coventry.ac.uk/en/publications/clone-detection-in-5g-enabled-social-iot-system-using-graph-seman,Nov 2021,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Naeem, M. R.', 'link': None}, {'name': 'Ullah, F.', 'link': None}, {'name': 'Mostarda, L.', 'link': None}]","Shah, S. A., Naeem, M. R., Ullah, F., Mostarda, L."
328,Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis,https://pureportal.coventry.ac.uk/en/publications/comparison-of-newtonian-and-non-newtonian-fluid-models-in-blood-f,6 Sept 2021,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Lan, L.', 'link': None}, {'name': 'Abrigo, J.', 'link': None}, {'name': 'Ip, H. L.', 'link': None}, {'name': 'Soo, Y. O. Y.', 'link': None}, {'name': 'Wong, K. S.', 'link': None}, {'name': 'Wang, D.', 'link': None}, {'name': 'Shi, L.', 'link': None}, {'name': 'Leung, T. W. H.', 'link': None}, {'name': 'Leng, X.', 'link': None}]","Liu, H., Zheng, D., Lan, L., Abrigo, J., Ip, H. L., Soo, Y. O. Y., Wong, K. S., Wang, D., Shi, L., Leung, T. W. H., Leng, X."
329,Comparison of the Effect of Soy protein and Whey protein on Body Composition: A Meta-Analysis of Randomized Clinical Trials,https://pureportal.coventry.ac.uk/en/publications/comparison-of-the-effect-of-soy-protein-and-whey-protein-on-body-,11 May 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Piri Damaghi, M.', 'link': None}, {'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Moradi, S.', 'link': None}, {'name': 'Daneshzad, E.', 'link': None}, {'name': 'Tavakoli, A.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Piri Damaghi, M., Mirzababaei, A., Moradi, S., Daneshzad, E., Tavakoli, A., Mirzaei, K."
330,Competition-Congestion-Aware Stable Worker-Task Matching in Mobile Crowd Sensing,https://pureportal.coventry.ac.uk/en/publications/competition-congestion-aware-stable-worker-task-matching-in-mobil,Sept 2021,"[{'name': 'Wang, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang'}]","[{'name': 'Yang, G.', 'link': None}, {'name': 'Wang, B.', 'link': None}, {'name': 'He, X.', 'link': None}, {'name': 'Pervaiz, H.', 'link': None}]","Wang, J., Yang, G., Wang, B., He, X., Pervaiz, H."
331,Completing missing prevalence rates for multiple chronic diseases by jointly leveraging both intra- and inter-disease population health data correlations,https://pureportal.coventry.ac.uk/en/publications/completing-missing-prevalence-rates-for-multiple-chronic-diseases,19 Apr 2021,"[{'name': 'Wang, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang'}]","[{'name': 'Feng, Y.', 'link': None}, {'name': 'Wang, Y.', 'link': None}, {'name': 'Helal, S.', 'link': None}]","Wang, J., Feng, Y., Wang, Y., Helal, S."
332,Consistency in Geometry Among Coronary Atherosclerotic Plaques Extracted From Computed Tomography Angiography,https://pureportal.coventry.ac.uk/en/publications/consistency-in-geometry-among-coronary-atherosclerotic-plaques-ex,12 Oct 2021,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Wingert, A.', 'link': None}, {'name': 'Wang, X.', 'link': None}, {'name': 'Zhang, J.', 'link': None}, {'name': 'Sun, J.', 'link': None}, {'name': 'Chen, F.', 'link': None}, {'name': 'Khalid, S. G.', 'link': None}, {'name': 'Gong, Y.', 'link': None}, {'name': 'Xia, L.', 'link': None}, {'name': 'Jiang, J.', 'link': None}, {'name': 'Wang, J.', 'link': None}]","Liu, H., Zheng, D., Wingert, A., Wang, X., Zhang, J., Sun, J., Chen, F., Khalid, S. G., Gong, Y., Xia, L., Jiang, J., Wang, J."
333,Contactless Small-Scale Movement Monitoring System Using Software Defined Radio for Early Diagnosis of COVID-19,https://pureportal.coventry.ac.uk/en/publications/contactless-small-scale-movement-monitoring-system-using-software,1 Aug 2021,"[{'name': 'Shaha, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Rehman, M.', 'link': None}, {'name': 'Shah, R. A.', 'link': None}, {'name': 'Khan, M. B.', 'link': None}, {'name': 'Ali, N. A. A.', 'link': None}, {'name': 'Alotaibi, A. A.', 'link': None}, {'name': 'Althobaiti, T.', 'link': None}, {'name': 'Ramzan, N.', 'link': None}, {'name': 'Yang, X.', 'link': None}, {'name': 'Alomainy, A.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}, {'name': 'Abbasi, Q. H.', 'link': None}]","Shaha, S. A., Rehman, M., Shah, R. A., Khan, M. B., Ali, N. A. A., Alotaibi, A. A., Althobaiti, T., Ramzan, N., Yang, X., Alomainy, A., Imran, M. A., Imran, M. A., Abbasi, Q. H."
334,"Correction to: How Does Fat Mass Change in the First Year After Bariatric Surgery? A Systemic Review and Meta-Analysis (Obesity Surgery, (2021), 31, 8, (3799-3821), 10.1007/s11695-021-05512-9)",https://pureportal.coventry.ac.uk/en/publications/correction-to-how-does-fat-mass-change-in-the-first-year-after-ba,22 Dec 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Haghighat, N.', 'link': None}, {'name': 'Ashtary-Larky, D.', 'link': None}, {'name': 'Aghakhani, L.', 'link': None}, {'name': 'Asbaghi, O.', 'link': None}, {'name': 'Hosseinpour, H.', 'link': None}, {'name': 'Hosseini, B.', 'link': None}, {'name': 'Shahabinezhad, A.', 'link': None}, {'name': 'Mohammad, A. P.', 'link': None}, {'name': 'Hosseini, S. V.', 'link': None}, {'name': 'Amini, M.', 'link': None}, {'name': 'Bananzadeh, A.', 'link': None}]","Clark, C. C. T., Haghighat, N., Ashtary-Larky, D., Aghakhani, L., Asbaghi, O., Hosseinpour, H., Hosseini, B., Shahabinezhad, A., Mohammad, A. P., Hosseini, S. V., Amini, M., Bananzadeh, A."
335,"Corrigendum: Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis (Front. Physiol., (2021), 12, (718540), 10.3389/fphys.2021.718540)",https://pureportal.coventry.ac.uk/en/publications/corrigendum-comparison-of-newtonian-and-non-newtonian-fluid-model,19 Oct 2021,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Lan, L.', 'link': None}, {'name': 'Abrigo, J.', 'link': None}, {'name': 'Ip, H. L.', 'link': None}, {'name': 'Soo, Y.', 'link': None}, {'name': 'Wong, K. S.', 'link': None}, {'name': 'Wang, D.', 'link': None}, {'name': 'Shi, L.', 'link': None}, {'name': 'Leung, T. W.', 'link': None}, {'name': 'Leng, X.', 'link': None}]","Liu, H., Zheng, D., Lan, L., Abrigo, J., Ip, H. L., Soo, Y., Wong, K. S., Wang, D., Shi, L., Leung, T. W., Leng, X."
336,Coventry UK City of Culture 2021 Performance Measurement and Evaluation Progress Report Four October 2020 – December 2020,https://pureportal.coventry.ac.uk/en/publications/coventry-uk-city-of-culture-2021-performance-measurement-and-eval-4,1 Mar 2021,"[{'name': 'Henry, N.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/nick-henry'}]","[{'name': 'Neelands, J.', 'link': None}, {'name': 'De Souza, V.', 'link': None}, {'name': 'Beer, H.', 'link': None}, {'name': 'Bharatan, I.', 'link': None}, {'name': 'Tomlins, R.', 'link': None}, {'name': 'Johnson, R.', 'link': None}, {'name': 'Healey, T.', 'link': None}, {'name': 'Chun Lam, S.', 'link': None}, {'name': 'Scott, M.', 'link': None}]","Henry, N., Neelands, J., De Souza, V., Beer, H., Bharatan, I., Tomlins, R., Johnson, R., Healey, T., Chun Lam, S., Scott, M."
337,"COVID-19 stressors, wellbeing and health behaviours: a cross-sectional study",https://pureportal.coventry.ac.uk/en/publications/covid-19-stressors-wellbeing-and-health-behaviours-a-cross-sectio,30 Jun 2021,"[{'name': 'Lycett, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/deborah-lycett'}]","[{'name': 'Bell, L.', 'link': None}, {'name': 'Smith, R.', 'link': None}, {'name': 'van de Venter, E.', 'link': None}, {'name': 'Shuttleworth, C.', 'link': None}, {'name': 'Wilson, K.', 'link': None}]","Lycett, D., Bell, L., Smith, R., van de Venter, E., Shuttleworth, C., Wilson, K."
338,Crowd-Machine Hybrid Urban Sensing and Computing,https://pureportal.coventry.ac.uk/en/publications/crowd-machine-hybrid-urban-sensing-and-computing,9 Apr 2021,"[{'name': 'Wang, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang'}]","[{'name': 'Wang, L.', 'link': None}, {'name': 'Song, Y.', 'link': None}]","Wang, J., Wang, L., Song, Y."
339,Dairy products consumption and the risk of hypertension in adults: An updated systematic review and dose-response meta-analysis of prospective cohort studies,https://pureportal.coventry.ac.uk/en/publications/dairy-products-consumption-and-the-risk-of-hypertension-in-adults,30 Jun 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Heidari, Z.', 'link': None}, {'name': 'Rashidi Pour Fard, N.', 'link': None}, {'name': 'Haghighatdoost, F.', 'link': None}]","Clark, C. C. T., Heidari, Z., Rashidi Pour Fard, N., Haghighatdoost, F."
340,Data Aggregation and Privacy Preserving Using Computational Intelligence,https://pureportal.coventry.ac.uk/en/publications/data-aggregation-and-privacy-preserving-using-computational-intel,Jun 2021,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Khadam, U.', 'link': None}, {'name': 'Iqbal, M. M.', 'link': None}, {'name': 'Jabbar, S.', 'link': None}]","Shah, S. A., Khadam, U., Iqbal, M. M., Jabbar, S."
341,Deep learning based photoplethysmography classification for peripheral arterial disease detection: a proof-of-concept study,https://pureportal.coventry.ac.uk/en/publications/deep-learning-based-photoplethysmography-classification-for-perip,17 Jun 2021,"[{'name': 'Allen, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/john-allen'}, {'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Iqbal, S.', 'link': None}, {'name': 'Stansby, G.', 'link': None}]","Allen, J., Liu, H., Zheng, D., Iqbal, S., Stansby, G."
342,Design of 15W X-Band GaN Based Transmit / Receive Module for Airborne Active Phased Array Radar Applications,https://pureportal.coventry.ac.uk/en/publications/design-of-15w-x-band-gan-based-transmit-receive-module-for-airbor,27 Jul 2021,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Ali, C. B.', 'link': None}, {'name': 'Chishti, M. H.', 'link': None}, {'name': 'Anjum, U.', 'link': None}, {'name': 'Arshad, S.', 'link': None}, {'name': 'Noorwali, A.', 'link': None}]","Shah, S. A., Ali, C. B., Chishti, M. H., Anjum, U., Arshad, S., Noorwali, A."
343,Design of High-Performance X-Band Monopulse Comparator for Active Phased Array Radar Applications,https://pureportal.coventry.ac.uk/en/publications/design-of-high-performance-x-band-monopulse-comparator-for-active,4 Jul 2021,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Chishti, M. H.', 'link': None}, {'name': 'Ali, C. B.', 'link': None}, {'name': 'Anjum, U.', 'link': None}, {'name': 'Shah, S. Y.', 'link': None}, {'name': 'Noorwali, A.', 'link': None}]","Shah, S. A., Chishti, M. H., Ali, C. B., Anjum, U., Shah, S. Y., Noorwali, A."
344,Design of Portable Exoskeleton Forearm for Rehabilitation of Monoparesis Patients Using Tendon Flexion Sensing Mechanism for Health Care Applications,https://pureportal.coventry.ac.uk/en/publications/design-of-portable-exoskeleton-forearm-for-rehabilitation-of-mono,27 May 2021,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Imtiaz, M. S. B.', 'link': None}, {'name': 'Ali, C. B.', 'link': None}, {'name': 'Kausar, Z.', 'link': None}, {'name': 'Shah, S. Y.', 'link': None}, {'name': 'Jawad, A.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}, {'name': 'Abbasi, Q. H.', 'link': None}]","Shah, S. A., Imtiaz, M. S. B., Ali, C. B., Kausar, Z., Shah, S. Y., Jawad, A., Imran, M. A., Abbasi, Q. H."
345,Desplazamientos escolares activos reducen intentos de suicidio de jóvenes de países con ingresos bajos y medios,https://pureportal.coventry.ac.uk/en/publications/desplazamientos-escolares-activos-reducen-intentos-de-suicidio-de,1 Jan 2021,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Chen, S. T.', 'link': None}, {'name': 'Guo, T.', 'link': None}, {'name': 'Yu, Q.', 'link': None}, {'name': 'Stubbs, B.', 'link': None}, {'name': 'Zhang, Z.', 'link': None}, {'name': 'Zhu, M.', 'link': None}, {'name': 'Hossain, M. M.', 'link': None}, {'name': 'Yeung, A.', 'link': None}, {'name': 'Griffiths, M. D.', 'link': None}, {'name': 'Zou, L.', 'link': None}]","Clark, C., Chen, S. T., Guo, T., Yu, Q., Stubbs, B., Zhang, Z., Zhu, M., Hossain, M. M., Yeung, A., Griffiths, M. D., Zou, L."
346,Developing a Digital Ecosystem for Carers & the new Integrated Care Systems.,https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-ecosystem-for-carers-amp-the-new-integrated-,21 Oct 2021,"[{'name': 'Szczepura, A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/ala-szczepura'}]",[],"Szczepura, A."
347,Development and external validation of a breast cancer absolute risk prediction model in Chinese population,https://pureportal.coventry.ac.uk/en/publications/development-and-external-validation-of-a-breast-cancer-absolute-r,29 May 2021,[],"[{'name': 'China Kadoorie Biobank (CKB) collaborative group', 'link': None}]",China Kadoorie Biobank (CKB) collaborative group
348,Development and validation of a deep learning-based automatic auscultatory blood pressure measurement method,https://pureportal.coventry.ac.uk/en/publications/development-and-validation-of-a-deep-learning-based-automatic-aus,Jul 2021,"[{'name': 'Xu, Y.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/yuhang-xu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Pan, F.', 'link': None}, {'name': 'He, P.', 'link': None}, {'name': 'Wang, H.', 'link': None}, {'name': 'Pu, X.', 'link': None}, {'name': 'Zhao, Q.', 'link': None}, {'name': 'Chen, F.', 'link': None}]","Xu, Y., Zheng, D., Pan, F., He, P., Wang, H., Pu, X., Zhao, Q., Chen, F."
349,Dietary intake of polyphenols and total antioxidant capacity and risk of prostate cancer: A case-control study in Iranian men,https://pureportal.coventry.ac.uk/en/publications/dietary-intake-of-polyphenols-and-total-antioxidant-capacity-and-,Mar 2021,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Ghanavati, M.', 'link': None}, {'name': 'Bahrami, A.', 'link': None}, {'name': 'Teymoori, F.', 'link': None}, {'name': 'Movahed, M.', 'link': None}, {'name': 'Sohrab, G.', 'link': None}, {'name': 'Hejazi, E.', 'link': None}]","Clark, C. C. T., Ghanavati, M., Bahrami, A., Teymoori, F., Movahed, M., Sohrab, G., Hejazi, E."
